idx,English,Darija,MSA,Checkbox,Darija corrected,Observations
1490,I work from home and it's nice to get out and be with people as it's quite lonely not seeing anyone all day.,كانخدم من الدار أُ مزيان لواحد يخرج يتلاقا معا بنادم حيت كاإبا ماتشوف تاواحد نهار كامل.,أعمل من المنزل ومن الجميل الخروج والتواجد مع الناس لأن البقاء وحيدًا دون رؤية أحد طوال اليوم يُشعر بالوحدة.,TRUE,,
1491,That's for sure!,هادي مافيها شك!,ذلك أكيد!,TRUE,,
1492,What do you do for a living?,أش كادّير فلحايات?,ماذا تعمل لكسب العيش؟,TRUE,,
1493,My favourite water bird is the swan.,أحسان طير ديال لما عندي هووا لوز,طائر الماء المفضل لدي هو البجعة.,TRUE,,
1494,They're nesting over there and it looks as if the babies will hatch out soon.,راهوم معشّشين هنا أُ بان ليا قريب يخرجو لفراخ ديالهوم من لبيض,إنهم يعششون هناك ويبدو أن الصغار ستفقس قريبًا.,TRUE,,
1495,"I'm a journalist, so a very solitary profession.","أنا صاحافي, ميهنا وحدانيا بزّاف.",أنا صحفي، إذًا مهنة منعزلة جدًا.,TRUE,,
1496,"I prefer ducks, I think that swans can be mean.","أنا كانفضّل لبط, لوز شي مرّات كايكون قبيح",أفضل البط، أعتقد أن البجع قد يكون عدواني.,TRUE,,
1497,But it's true that babies are cute.,والاكين بسّاح لفراخ زوينين,ولكن من الحقيقة أن الأطفال جذابون.,TRUE,والاكين بسّاح دراري سغار زوينين,its strange how babies was translated in darija into swans here
1498,Yes the swans can be quite aggressive.,"وايه, لوز كايكونو قباح شي مرّات",نعم، يمكن أن تكون البجعات عدوانية جدًا.,TRUE,,
1499,"The ducks are pretty, particularly the males.","لبط زوينين, خوصوصان الدكورا",البط جميل، وبالأخص الذكور.,TRUE,,
1500,What do you do for a living?,أش كادّير فلحايات?,ماذا تعمل لكسب العيش؟,TRUE,,
1501,"Journalist, must be a tough job, huh?","صاحافي, أتكون خدما سعيبا, ياك?",الصحفي، يجب أن تكون مهنة صعبة، أليس كذلك؟,TRUE,,
1502,The advantage is freedom.,لاڤانتاج هووا لحورّيا,الميزة هي الحرية.,TRUE,,
1503,"It can be difficult at times, particularly when I have too many deadlines, but it's rewarding when you see your article in print.","كاين تكرفيسّ شي مرّات, خوصوصان فاش كاتكون عندي بزّاف ديال لخدما, والاكين إحساس زين فاش كاتشوف لماقال ديالك مطبوع.",قد يكون الأمر صعبًا في بعض الأحيان، وبالأخص عندما يكون لدي الكثير من المواعيد النهائية، ولكنه مجزٍ عندما ترى مقالك مطبوعًا.,TRUE,,
1504,You print under an alias or your real name?,كاتنشر ب شي إسم موستاعار ولا ب سمييتك لحاقيقيا?,هل تطبع تحت اسم مستعار أم باسمك الحقيقي؟,TRUE,,
1505,Yes there is that.,أيه كاينا.,نعم، هناك ذلك.,TRUE,,
1506,I can do the odd jobs round the house in-between writing.,أُ يمكن ندير بريكولات ف الدار فاش كانكون كانكتب,أستطيع القيام بالأعمال البسيطة حول المنزل في الفترات ما بين الكتابة.,TRUE,,
1507,"I use an alias, as there are a lot of weird people out there.","كانخدم ب إسم موستاعار, حيت كاين بزّاف ديال بنادم فشكل هنا",أستخدم اسمًا مستعارًا، لأن هناك الكثير من الأشخاص الغريبين هناك.,TRUE,,
1508,It protects me from social media intrusion.,كايحميني هادشي من لفدول فلي ريسو صوصيو,إنه يحميني من التطفل على وسائل التواصل الاجتماعي.,TRUE,,
1509,What does your job involve?,أشنو كادير ف خدمتك ب دبت?,ما الذي يتضمنه عملك؟,TRUE,,
1510,I'm developing software for companies.,كانسايب لوڭيسيلات ل الشاريكات.,أنا أطور برمجيات للشركات.,TRUE,,
1511,I specialize in artificial intelligence.,خانتخصص ف داكاء لسطيناعي,أنا متخصص في الذكاء الاصطناعي.,TRUE,,
1512,"But I also do Web development, it pays the bills.","والاكين كاندير حتا دڤلوپمون وب, فيه السرف",ولكني أيضًا أعمل في تطوير الويب، إنه يسدد الفواتير.,TRUE,,
1513,What subjects do you write about?,أشناهوما لماواضيع اللي كاتكتب عليهوم,عن أي مواضيع تكتب؟,TRUE,,
1514,Your job sounds very interesting,لخدما ديالك كاتبان ليا مومتيعا,عملك يبدو مثيرًا للاهتمام جدًا,TRUE,,
1515,That's a real problem.,هادا موشكيل حاقيقي,ذلك مشكلة حقيقية.,TRUE,,
1516,"If we keep it that way, we'll go into the wall, for sure.","إلا بقينا هاكّا, غادي ندخلو ف شي حيط, مافيها شك",إذا استمررنا على هذا النحو، سنصطدم بالجدار بالتأكيد.,TRUE,,
1517,I'm gonna have to leave you two alone.,غادي يخصني نخليكوم نتوما بجوج بوحدكوم,سأضطر إلى ترككما وحيدين.,TRUE,,
1518,I'm out of bread and it's getting late.,تقادا ليا لخوبز أُ مشا لحال.,لقد نفد مني الخبز وأصبح الوقت متأخرًا.,TRUE,,
1519,It's been a pleasure.,نهار كبير هادا,لقد كان من دواعي سروري.,TRUE,,
1520,Thanks for chatting.,شوكران علا لموحاداتا,شكراً للدردشة.,TRUE,,
1521,Enjoy the rest of your day,نهارك مبروك,استمتع ببقية يومك,TRUE,,
1522,"You too, see you soon.","تانتا, نشوفوك",أنت أيضًا، أراك قريبًا.,TRUE,,
1523,You don't look so good.,كاتبان ليا ماشي هووا هاداك,أنت لا تبدو على ما يرام.,TRUE,,
1524,I'm not feeling too well.,كانحسّ براسّي ماشي هووا هاداك,أنا لا أشعر بأنني بخير.,TRUE,,
1525,Are you an engineer?,واش نتا موهانديس?,هل أنت مهندس؟,TRUE,,
1526,"No, but the engineers who do the planes know what they're doing!","اللا, والاكين لموهانديسّين لي كايصايبو طييارات عارفين أش كايديرو!",لا، ولكن المهندسون الذين يصممون الطائرات يعرفون ما يقومون به!,TRUE,,
1527,And pilots!,أُ لپيلوطات,والطيارون!,TRUE,,
1528,TRUE,بسّاح,صحيح,TRUE,,
1529,but it is still very scary.,والاكين واخا هاكّاك مازال هادشي كايخلع.,ولكنه لا يزال مخيفًا جدًا.,TRUE,,
1530,have you ever flown in a plane before?,واش عمرك ركبتي ف شي طييارا من قبل?,هل سبق لك أن ركبت الطائرة من قبل؟,TRUE,,
1531,"Yes, I take the plane very often.","أيه, كانركب ف طييارا بزّاف.",نعم، أنا أستقل الطائرة بكثرة.,TRUE,,
1532,Look out the window!,طل من شرجم.,انظر من النافذة!,TRUE,,
1533,"Look how beautiful it is, this sea of clouds...","شوف علا منضر شحال زين, هاد لبحر ديال ضباب...",انظر كم هو جميل، هذا البحر من الغيوم...,TRUE,,
1534,really?!,بسّاح?!,حقًا؟!,TRUE,,
1535,wow!,ووو!,يا للعجب!,TRUE,,
1536,the clouds are beautiful but we are so high up!,سحاب زوين والاكين حنا لفوڭ بزّاف!,الغيوم جميلة ولكننا عاليون جدًا!,TRUE,,
1537,a sea of clouds to drown in,بحر ديال سحاب نغرقو فيه,بحر من الغيوم للغرق فيه,TRUE,,
1538,"It's poetic what you say, but it's not very positive!","هادشي شاعيري لي كاتڭول, والاكين راه ماشي إجابي!",ما تقوله شاعري، ولكنه ليس إيجابيًا جدًا!,TRUE,,
1539,"i'm sorry, i'm just not used to being in a plane.","سمح ليا, غير مامولّفش نركب ف تييارا.",أنا آسف، أنا فقط لست معتادًا على التواجد في الطائرة.,TRUE,,
1540,12:30... I don't get it?,1ء:ع0... مافمتش,الساعة الثانية عشر والنصف... لا أفهم؟,TRUE,طناش ونص ... مافمتش,
1541,"I mean, before we get to Australia, we've only got 12 or 13 hours left.","زعما, قبل مانوسلو ل وستراليا, مازال لينا غي شي 12 ولا 13 ل ساعا.",أعني، قبل أن نصل إلى أستراليا، لدينا فقط 12 أو 13 ساعة متبقية.,TRUE,,
1542,"It's quiet, isn't it?","سكات, اللا?",إنه هادئ، أليس كذلك؟,TRUE,,
1543,12 or 13 hours?!,12 ولا 13 ل ساعا?!,اثنتا عشرة أو ثلاثة عشر ساعة؟!,TRUE,,
1544,are you kidding me?!,واش كاتفلّا عليا?,أتمزح معي؟!,TRUE,,
1545,Oh sweet jesus.,ياربي السالاما!,يا يسوع الحلو.,TRUE,,
1546,we're all going to die,غادي نموتو كاملين!,سوف نموت جميعًا,TRUE,,
1547,Haha!,هههه!,هاها!,TRUE,,
1548,"You know, the length doesn't change anything!",عرفتي أنّاهو طول ديال ريحلا ماكايبدّل والو.,أنت تعلم، الطول لا يغير أي شيء!,TRUE,,
1549,"Statistically, accidents usually happen at takeoff or landing.","إحصاإان, لكسايد كايتراو عاداتان فل إقلاع أُ لهوبوط.",إحصائيًا، عادةً ما تحدث الحوادث عند الإقلاع أو الهبوط.,TRUE,,
1550,Thanks for your help.,اللاه يرحم لواليدين علا لموساعادا.,شكرًا على مساعدتك.,TRUE,,
1551,I'm going to talk to someone who actually cares.,غادي نهضر معا شي واحد لي مصووق بلمعقول,سأتحدث إلى شخص يهتم فعلاً.,TRUE,,
1552,As you wish.,اللي بان ليك.,كما ترغب.,TRUE,,
1553,"Go on, have fun!","سير, تبرّع معا راسك!",تابع، استمتع!,TRUE,,
1554,"Hello Sandra, I have something to ask you for the next class","صالام ساندرا, بيت نسوولك علا شي حاجا علا قبل لحيصّا الجايّا.",مرحباً ساندرا، لدي شيء لأسألك عنه للصف القادم,TRUE,,
1555,"Can't you ask me now, I might not be here at the next class",مايمكنش ليك تسوولني دابا? موحال نكون هنا فل حيصّا الجايّا,ألا يمكنك أن تسألني الآن، قد لا أكون هنا في الحصة القادمة,TRUE,,
1556,The weather is so nice I fancy taking a day off,"لجوو زين, كايبان ليا أنّاخود شي كونجي.",الطقس جميل جدًا لدرجة أنني أفكر في أخذ يوم إجازة,TRUE,,
1557,I remind you that class is required.,كاندكرك أنّا هاد لحيصّا ضاروريا.,أذكرك أن الحضور إلى الصف مطلوب.,TRUE,,
1558,You'll be enjoying the weather in a few weeks.,غادي تمتعي بل جوو من دابا شي سيمانات.,ستستمتع بالطقس في غضون بضعة أسابيع.,TRUE,,
1559,"But I can revise outside, there is not a lot of point being stuck in here","والاكين راه يمكن ليا نراجع برّا, ماكاينش لاش نبقا حاصلا هنا.",ولكن يمكنني المراجعة في الخارج، لا يوجد فائدة كبيرة من البقاء عالقًا هنا,TRUE,,
1560,Besides the weather might break,أُ من فوق هادشي لجوو يقدر يخسر.,بالإضافة إلى ذلك، قد يتغير الطقس,TRUE,,
1561,"Especially for next week, I need you to do a presentation on your favorite subject:","خوصوصان سيمانا جايا, محتاجك ديري واحد ل پرزنتاصيون علا لماوضوع اللي عزيز عليك.",خصوصًا للأسبوع القادم، أحتاج منك أن تقوم بعرض تقديمي عن موضوعك المفضل:,TRUE,,
1562,And what do you think is my favourite subject?,أُ أشناهووا لماوضوع اللي عزيز عليا ف ناضارك?,وماذا تعتقد أن مادتي المفضلة؟,TRUE,,
