Darija,English,MSA
هاد الدار كانو ساكنين فيها واحد العداد ديال الحجاج لي جاو باش يزورو المدينة ملي كان الحج.,The building housed a number of pilgrims who came to visit the holy city at the eve of hajj pilgrimage.,كان المبنى يضم عددًا من الحجاج الذين جاءوا لزيارة المدينة المقدسة عشية الحج.
الكار كان غادي لسيكس فلاغز سانت لويس فالولاية ديال ميسوري على حساب الفرقه باش تلعب قدام الجمهور.,The bus was headed to Six Flags St. Louis in Missouri for the band to play to a sold-out crowd.,كانت الحافلة متجهة إلى Six Flags St. Louis في ولاية ميسوري حيث ستعزف الفرقة أمام حشد من الناس.
غادي يمشي القمر الصناعي بسرعة 12.8 كيلومطر فالثانية و هي سرعة كافيا باش تمشي من سان فرانسيسكو ل لوس أنجلوس فدقيه وحدا,"The capsule will be traveling at about 12.8 km or 8 miles per second, fast enough to go from San Francisco to Los Angeles in one minute.",ستسافر الكبسولة بسرعة 12.8 كيلومتر في الثانية، سريعة بما فيه الكفاية للذهاب من سان فرانسيسكو إلى لوس أنجلوس في دقيقة واحدة.
غادي يبان القمر الصناعي بحال شي نجمه دايزا فالسما.,The capsule will look much like a shooting star going across the sky.,الكبسولة ستبدو مثل نجم هابط يمر عبر السماء
كانت لمتابعة دالقضية في فريجينا لانها مقر شركة الأنتيرنيت الكبيرة AOL الي رفعات الدعوة.,"The case was prosecuted in Virginia because it is the home to the leading internet service provider AOL, the company who instigated the charges.",تم مقاضاة القضية في فيرجينيا لأنها موطن لمزود خدمات الإنترنت الرائد AOL ، الشركة التي حرضت على الاتهامات.
سبب لوفاة المعلن هو سرطان مجري البول,The cause of death was announced as intrahepatic bile duct cancer.,تم الإعلان عن سبب الوفاة على أنه سرطان مجرى الصفراء داخل الكبد.
بدات لحتفالات بعرض خاص من المجموعة العالمية سيرك دو سولاي.,The celebrations started with a special show by the world-renowned group Cirque du Soleil.,بدأت الاحتفالات بعرض خاص من قبل المجموعة الشهيرة عالمياً سيرك دو سوليل.
الخلية هي الوحدة الأساسية لجميع الكائنات الحية، وكتتكون جميع الكائنات الحية من خلية واحدة أو أكثر.,"The cell is the basic unit of all living things, and all organisms are composed of one or more cells.",الخلية هي الوحدة الأساسية لجميع الكائنات الحية، وجميع الكائنات الحية تتكون من خلية واحدة أو أكثر.
كتتشابه اليد ديال الشمبانزي ورجليه في الحجم والطول، مما كيعكس استخدام اليد باش تهز الوزن في المشي المفصل.,"The chimpanzee's hand and foot are similar in size and length, reflecting the hand's use for bearing weight in knuckle walking.",يدي الشمبانزي وأقدامها متشابهة في الحجم والطول ، مما يعكس استخدام اليد لتحمل الوزن في المشي بالمفاصل.
لمدينة لمقدسة للأديان السماوية الثلاث - اليهودية والمسيحية والإسلام ، وهي بمثابة مركز روحي وديني وثقافي.,"The city is holy to the three monotheistic religions - Judaism, Christianity and Islam, and serves as a spiritual, religious, and cultural center.",المدينة مقدسة للأديان التوحيدية الثلاثة - اليهودية والمسيحية والإسلام - وتعمل كمركز روحي وديني وثقافي.
غتكون مدينة بكين في الصين المدينة المضيفة للألعاب الأولمبية الشتوية في عام 2022، الشي اللي غيخليها أول مدينة غتستاضف الألعاب الأولمبية الصيفية والشتوية بجوج .,"The city of Beijing in China will be the host city of the Olympic Winter Games in 2022, which will make it the first city to have hosted both the summer and winter Olympics.",ستستضيف مدينة بكين في الصين الألعاب الأولمبية الشتوية في عام 2022 ، مما يجعلها أول مدينة تستضيف كل من الألعاب الأولمبية الصيفية والشتوية.
غادي تكون المدينة اللولة فجنوب شرق أوروبا لي غادي تستاضف كووباراد ولي هو أكبر حدث فني عمومي فالعالم، ما بين شهر شهر سته و تمنيا.,"The city will be the first in southeastern Europe to host CowParade, the world's largest public art event, between June and August this year.",ستكون المدينة أول مدينة في جنوب شرق أوروبا تستضيف Cowparade ، أكبر حدث فني عام في العالم ، بين يونيو وأغسطس من هذا العام.
ازدهرت الحضارة في أحواض نهر السند داكشي باش دارت سميتها.,The civilisation flourished in the basins of the Indus River wherefore it derives its name.,ازدهرت الحضارة في أحواض نهر السند وبالتالي تستمد اسمها.
السحابات بينات قدرة التشويش على واش كاين انفجار بركاني ولا لا.,The clouds presented the potential for confusion as to whether an actual eruption had taken place.,قدمت الغيوم إمكانية الارتباك فيما يتعلق بما إذا كان ثوران حقيقي قد حدث.
كتبدا المستعمرة في مرحلة الترحال فاش تتقلال لماكلة اللي كاينة. فهاد المرحلة، تقوم المستعمرة بعمل أعشاش مؤقتة كتتبدل كل نهار.,"The colony begins a nomadic phase when available food has decreased. During this phase, the colony makes temporary nests that are changed everyday.",تبدأ المستعمرة في مرحلة البدو عندما ينخفض الغذاء المتاح. خلال هذه المرحلة ، تقوم المستعمرة بصنع أعشاش مؤقتة يتم تغييرها كل يوم.
